src_ip,dst_ip,src_port,dst_port,protocol,length,flags,timestamp,inter_arrival,label
192.168.1.100,192.168.1.1,44820,123,TCP,54,0x00000018,1747755082.783252,,normal
192.168.1.100,192.168.1.1,4466,80,TCP,54,0x00000018,1747755082.784122,0.0008699893951416016,normal
192.168.1.100,192.168.1.1,32255,443,TCP,54,0x00000018,1747755082.784589,0.00046706199645996094,normal
192.168.1.100,192.168.1.1,34704,53,TCP,54,0x00000018,1747755082.785063,0.00047397613525390625,normal
192.168.1.100,192.168.1.1,37453,80,TCP,54,0x00000018,1747755082.785537,0.00047397613525390625,normal
192.168.1.100,192.168.1.1,53696,123,TCP,54,0x00000018,1747755082.786016,0.00047898292541503906,normal
192.168.1.100,192.168.1.1,63475,53,TCP,54,0x00000018,1747755082.786432,0.00041604042053222656,normal
192.168.1.100,192.168.1.1,64429,80,TCP,54,0x00000018,1747755082.786906,0.00047397613525390625,normal
192.168.1.100,192.168.1.1,18401,123,TCP,54,0x00000018,1747755082.787637,0.0007309913635253906,normal
192.168.1.100,192.168.1.1,61063,443,TCP,54,0x00000018,1747755082.78809,0.00045299530029296875,normal
192.168.1.100,192.168.1.1,31023,443,TCP,54,0x00000018,1747755082.78849,0.0004000663757324219,normal
192.168.1.100,192.168.1.1,11785,123,TCP,54,0x00000018,1747755082.788956,0.0004658699035644531,normal
192.168.1.100,192.168.1.1,33626,53,TCP,54,0x00000018,1747755082.789407,0.00045108795166015625,normal
192.168.1.100,192.168.1.1,58915,80,TCP,54,0x00000018,1747755082.789987,0.0005800724029541016,normal
192.168.1.100,192.168.1.1,24372,443,TCP,54,0x00000018,1747755082.790471,0.0004839897155761719,normal
192.168.1.100,192.168.1.1,24357,80,TCP,54,0x00000018,1747755082.790944,0.0004730224609375,normal
192.168.1.100,192.168.1.1,32970,123,TCP,54,0x00000018,1747755082.791529,0.0005848407745361328,normal
192.168.1.100,192.168.1.1,44029,443,TCP,54,0x00000018,1747755082.792035,0.0005061626434326172,normal
192.168.1.100,192.168.1.1,52659,53,TCP,54,0x00000018,1747755082.792825,0.0007898807525634766,normal
192.168.1.100,192.168.1.1,9186,123,TCP,54,0x00000018,1747755082.793314,0.0004889965057373047,normal
192.168.1.100,192.168.1.1,28023,443,TCP,54,0x00000018,1747755082.793771,0.0004570484161376953,normal
192.168.1.100,192.168.1.1,36524,443,TCP,54,0x00000018,1747755082.794343,0.0005719661712646484,normal
192.168.1.100,192.168.1.1,64957,53,TCP,54,0x00000018,1747755082.794814,0.0004711151123046875,normal
192.168.1.100,192.168.1.1,45762,443,TCP,54,0x00000018,1747755082.795303,0.0004889965057373047,normal
192.168.1.100,192.168.1.1,51488,80,TCP,54,0x00000018,1747755082.795748,0.0004448890686035156,normal
192.168.1.100,192.168.1.1,45573,80,TCP,54,0x00000018,1747755082.796237,0.0004889965057373047,normal
192.168.1.100,192.168.1.1,22175,443,TCP,54,0x00000018,1747755082.796692,0.00045490264892578125,normal
192.168.1.100,192.168.1.1,48068,123,TCP,54,0x00000018,1747755082.797134,0.0004420280456542969,normal
192.168.1.100,192.168.1.1,22906,53,TCP,54,0x00000018,1747755082.797701,0.0005669593811035156,normal
192.168.1.100,192.168.1.1,45671,123,TCP,54,0x00000018,1747755082.798454,0.0007531642913818359,normal
192.168.1.100,192.168.1.1,12843,80,TCP,54,0x00000018,1747755082.798919,0.0004649162292480469,normal
192.168.1.100,192.168.1.1,3027,80,TCP,54,0x00000018,1747755082.799363,0.0004439353942871094,normal
192.168.1.100,192.168.1.1,61670,53,TCP,54,0x00000018,1747755082.799839,0.0004761219024658203,normal
192.168.1.100,192.168.1.1,65331,80,TCP,54,0x00000018,1747755082.800312,0.0004730224609375,normal
192.168.1.100,192.168.1.1,63511,80,TCP,54,0x00000018,1747755082.800787,0.0004749298095703125,normal
192.168.1.100,192.168.1.1,34371,443,TCP,54,0x00000018,1747755082.80128,0.0004930496215820312,normal
192.168.1.100,192.168.1.1,48853,80,TCP,54,0x00000018,1747755082.80174,0.00045990943908691406,normal
192.168.1.100,192.168.1.1,3342,123,TCP,54,0x00000018,1747755082.802203,0.0004630088806152344,normal
192.168.1.100,192.168.1.1,10159,443,TCP,54,0x00000018,1747755082.802798,0.0005950927734375,normal
192.168.1.100,192.168.1.1,16979,53,TCP,54,0x00000018,1747755082.803328,0.0005300045013427734,normal
192.168.1.100,192.168.1.1,6266,53,TCP,54,0x00000018,1747755082.803867,0.0005390644073486328,normal
192.168.1.100,192.168.1.1,57166,80,TCP,54,0x00000018,1747755082.80441,0.0005428791046142578,normal
192.168.1.100,192.168.1.1,19750,443,TCP,54,0x00000018,1747755082.80492,0.0005099773406982422,normal
192.168.1.100,192.168.1.1,56434,123,TCP,54,0x00000018,1747755082.805439,0.0005190372467041016,normal
192.168.1.100,192.168.1.1,44594,123,TCP,54,0x00000018,1747755082.806107,0.0006680488586425781,normal
192.168.1.100,192.168.1.1,2047,53,TCP,54,0x00000018,1747755082.806663,0.0005559921264648438,normal
192.168.1.100,192.168.1.1,45739,123,TCP,54,0x00000018,1747755082.807209,0.0005459785461425781,normal
192.168.1.100,192.168.1.1,60990,80,TCP,54,0x00000018,1747755082.807924,0.0007150173187255859,normal
192.168.1.100,192.168.1.1,20679,123,TCP,54,0x00000018,1747755082.808449,0.0005249977111816406,normal
192.168.1.100,192.168.1.1,7020,443,TCP,54,0x00000018,1747755082.809063,0.0006139278411865234,normal
192.168.1.100,192.168.1.1,8314,80,TCP,54,0x00000018,1747755082.809587,0.0005240440368652344,normal
