src_ip,dst_ip,src_port,dst_port,protocol,length,flags,timestamp,inter_arrival,label
10.0.0.83,192.168.1.1,3157,80,TCP,40,0x00000002,1747755083.349789,,syn_flood
10.0.0.101,192.168.1.1,36513,80,TCP,40,0x00000002,1747755083.350157,0.0003681182861328125,syn_flood
10.0.0.115,192.168.1.1,24138,80,TCP,40,0x00000002,1747755083.35042,0.00026297569274902344,syn_flood
10.0.0.97,192.168.1.1,53942,80,TCP,40,0x00000002,1747755083.350641,0.00022101402282714844,syn_flood
10.0.0.57,192.168.1.1,35164,80,TCP,40,0x00000002,1747755083.350881,0.00024008750915527344,syn_flood
10.0.0.73,192.168.1.1,34576,80,TCP,40,0x00000002,1747755083.351115,0.0002338886260986328,syn_flood
10.0.0.64,192.168.1.1,10344,80,TCP,40,0x00000002,1747755083.351329,0.00021409988403320312,syn_flood
10.0.0.61,192.168.1.1,65252,80,TCP,40,0x00000002,1747755083.351592,0.00026297569274902344,syn_flood
10.0.0.55,192.168.1.1,2362,80,TCP,40,0x00000002,1747755083.351808,0.00021600723266601562,syn_flood
10.0.0.155,192.168.1.1,40783,80,TCP,40,0x00000002,1747755083.352071,0.00026297569274902344,syn_flood
10.0.0.147,192.168.1.1,51687,80,TCP,40,0x00000002,1747755083.352289,0.00021791458129882812,syn_flood
10.0.0.247,192.168.1.1,27501,80,TCP,40,0x00000002,1747755083.352581,0.00029206275939941406,syn_flood
10.0.0.102,192.168.1.1,27672,80,TCP,40,0x00000002,1747755083.352796,0.00021505355834960938,syn_flood
10.0.0.41,192.168.1.1,22169,80,TCP,40,0x00000002,1747755083.353002,0.00020599365234375,syn_flood
10.0.0.36,192.168.1.1,12301,80,TCP,40,0x00000002,1747755083.353282,0.0002799034118652344,syn_flood
10.0.0.215,192.168.1.1,64017,80,TCP,40,0x00000002,1747755083.353495,0.0002129077911376953,syn_flood
10.0.0.22,192.168.1.1,29354,80,TCP,40,0x00000002,1747755083.353799,0.00030422210693359375,syn_flood
10.0.0.4,192.168.1.1,53536,80,TCP,40,0x00000002,1747755083.354122,0.0003228187561035156,syn_flood
10.0.0.97,192.168.1.1,39792,80,TCP,40,0x00000002,1747755083.354346,0.00022411346435546875,syn_flood
10.0.0.75,192.168.1.1,24646,80,TCP,40,0x00000002,1747755083.354558,0.00021195411682128906,syn_flood
10.0.0.118,192.168.1.1,43228,80,TCP,40,0x00000002,1747755083.354829,0.00027108192443847656,syn_flood
10.0.0.61,192.168.1.1,2364,80,TCP,40,0x00000002,1747755083.355042,0.0002129077911376953,syn_flood
10.0.0.120,192.168.1.1,34923,80,TCP,40,0x00000002,1747755083.355298,0.0002560615539550781,syn_flood
10.0.0.146,192.168.1.1,53895,80,TCP,40,0x00000002,1747755083.355513,0.00021505355834960938,syn_flood
10.0.0.251,192.168.1.1,520,80,TCP,40,0x00000002,1747755083.355772,0.0002589225769042969,syn_flood
10.0.0.83,192.168.1.1,14003,80,TCP,40,0x00000002,1747755083.355989,0.00021696090698242188,syn_flood
10.0.0.102,192.168.1.1,60579,80,TCP,40,0x00000002,1747755083.356245,0.0002560615539550781,syn_flood
10.0.0.105,192.168.1.1,40630,80,TCP,40,0x00000002,1747755083.356466,0.00022101402282714844,syn_flood
10.0.0.3,192.168.1.1,51538,80,TCP,40,0x00000002,1747755083.356715,0.00024890899658203125,syn_flood
10.0.0.241,192.168.1.1,16942,80,TCP,40,0x00000002,1747755083.356943,0.00022792816162109375,syn_flood
10.0.0.185,192.168.1.1,55003,80,TCP,40,0x00000002,1747755083.357155,0.00021219253540039062,syn_flood
10.0.0.197,192.168.1.1,26512,80,TCP,40,0x00000002,1747755083.357429,0.0002739429473876953,syn_flood
10.0.0.225,192.168.1.1,31495,80,TCP,40,0x00000002,1747755083.357645,0.00021600723266601562,syn_flood
10.0.0.147,192.168.1.1,17132,80,TCP,40,0x00000002,1747755083.357944,0.0002989768981933594,syn_flood
10.0.0.181,192.168.1.1,41231,80,TCP,40,0x00000002,1747755083.358552,0.0006079673767089844,syn_flood
10.0.0.58,192.168.1.1,4220,80,TCP,40,0x00000002,1747755083.358771,0.00021910667419433594,syn_flood
10.0.0.130,192.168.1.1,32621,80,TCP,40,0x00000002,1747755083.359127,0.0003559589385986328,syn_flood
10.0.0.230,192.168.1.1,40883,80,TCP,40,0x00000002,1747755083.359492,0.0003650188446044922,syn_flood
10.0.0.48,192.168.1.1,13891,80,TCP,40,0x00000002,1747755083.359872,0.0003800392150878906,syn_flood
10.0.0.136,192.168.1.1,31734,80,TCP,40,0x00000002,1747755083.36028,0.00040793418884277344,syn_flood
10.0.0.70,192.168.1.1,2811,80,TCP,40,0x00000002,1747755083.360692,0.0004119873046875,syn_flood
10.0.0.19,192.168.1.1,8886,80,TCP,40,0x00000002,1747755083.361068,0.00037598609924316406,syn_flood
10.0.0.168,192.168.1.1,61722,80,TCP,40,0x00000002,1747755083.361334,0.00026607513427734375,syn_flood
10.0.0.235,192.168.1.1,41230,80,TCP,40,0x00000002,1747755083.361812,0.0004780292510986328,syn_flood
10.0.0.107,192.168.1.1,22094,80,TCP,40,0x00000002,1747755083.362248,0.00043582916259765625,syn_flood
10.0.0.45,192.168.1.1,39888,80,TCP,40,0x00000002,1747755083.362465,0.00021696090698242188,syn_flood
10.0.0.71,192.168.1.1,23826,80,TCP,40,0x00000002,1747755083.362722,0.0002570152282714844,syn_flood
